""
427,"Analyst, Business Operations",-1,"Overview:
Aerojet Rocketdyne is a world-recognized aerospace and defense leader providing propulsion and energetics to it space, missile defense, strategic, tactical missile and armaments customers through domestic markets. Aerojet Rocketdyne offers a complete line of propulsion products for launch vehicles, missile defense, and advanced hypersonic propulsion.

We are seeking an Analyst, Business Operations for our West Palm Beach, FL office.

The Analyst will be part of a team that provides financial analysis for direct contracts including budgeting, estimates at completion, revenue recognition, forecasting, earned value and applicable analysis and reporting. Participate in the preparation and presentation of recommendations to management based on financial planning data.

This position may be filled at the level posted or at the next higher level.

Essential Job Functions (Including % of Time for Each):




Requirements:",3.7,Aerojet Rocketdyne,"Jupiter, FL",1001 to 5000 Employees,1942,1942,Aerospace & Defense,Insurance,$1 to $2 billion (USD)
428,Business Process Analyst,-1,"We are Farmers!
Join a team of diverse professionals at Farmers to acquire skills on the job and apply your learned knowledge to future roles at Farmers. Farmers Insurance also offers extensive training opportunities through the award winning University of Farmers named by Training magazine amongst top 10 corporate training units in the world.
Job Summary
Plays an important part in optimizing existing business processes and improving agency growth.
Responsible for obtaining and evaluating information that supports revenue growth and profitability.",3.8,Farmers Insurance Group,Remote,10000+ Employees,1928,1928,Insurance Carriers,Insurance,$1 to $2 billion (USD)
429,Business Operations Analyst,-1,"Ready to work for OS National LLC?
Are you intrigued by the thought of revolutionizing a trillion-dollar industry? Do you want to be part of a cutting-edge company that is customer-obsessed? A company growing at lightning speed that is full of opportunity? If so, we seek smart, customer-focused, and energetic professionals to join our team to help us to the next level of excellence!

Currently, we have a need for a Business Operations Analyst. The Business Operations Associate is a strong, independent self-starter who is passionate about the continuous improvement of operational workflows and processes. You have a knack for identifying process breaks or operational inefficiencies and working either collaboratively or independently to develop creative solutions to solve such breaks. You understand and can execute against the principles of project management, including influencing cross-functional stakeholders as well as managing organizational change.",4.2,OS National,Remote,201 to 500 Employees,2013,2013,Information Technology,Unknown / Non-Applicable,-1
430,Business Analyst,-1,"Work Location: Chicago, IL
Remote for now, require 100% onsite after COVID

Job Description:
Proficient Business Analyst (BA) with experience in government healthcare programs (Medicare Advantage, Medicaid, etc.) systems and processes, developing design solutions and understand cloud computing.
Work at the direction of BCBSA.
Assist with the assessment of existing requirements and document additional requirements for Medicare Advantage Coordination of Care program.",4.3,KMM Technologies,"Chicago, IL",1 to 50 Employees,Company - Private,Company - Private,Business Services,$5 to $10 million (USD),-1
431,Business Analyst,-1,"Work Location: Chicago, IL
Remote for now, require 100% onsite after COVID

Job Description:
Proficient Business Analyst (BA) with experience in government healthcare programs (Medicare Advantage, Medicaid, etc.) systems and processes, developing design solutions and understand cloud computing.
Work at the direction of BCBSA.
Assist with the assessment of existing requirements and document additional requirements for Medicare Advantage Coordination of Care program.",4.3,KMM Technologies,"Chicago, IL",1 to 50 Employees,Company - Private,Company - Private,Business Services,$5 to $10 million (USD),-1
432,Sales Business Analyst - Remote,-1,"Requisition ID: 44235
Whirlpool Corporation (NYSE: WHR) is the world’s leading kitchen and laundry appliance company, with approximately $19 billion in annual sales, 78,000 employees and 57 manufacturing and technology research centers in 2020. The company markets Whirlpool, KitchenAid, Maytag, Consul, Brastemp, Amana, Bauknecht, JennAir, Indesit and other major brand names in nearly every country throughout the world.
Whirlpool Corporation is consistently recognized by FORTUNE as one of the World’s Most Admired Companies. Our values are the driving force behind everything we do. Integrity, Respect, Inclusion & Diversity, One Whirlpool, and Spirit of Winning propel our teams to excellence. Get to know us and see what it's like to be part of a company that is in constant pursuit of improving life at home.",4.0,Whirlpool Corporation,"Benton Harbor, MI",10000+ Employees,1911,1911,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
433,Business Analyst,-1,"We are recruiting for a Business Analyst for a Commonwealth of PA entity. This role will focus on facilitating workshops for requirements analysis and creating workflows for agency wide systems. We are looking for experienced Business Analyst who have worked with Microsoft DevOPS solutions, managed UAT testing and created documentation.



This is a 6 month (extensions likely) 40 hours per week role. This position is remote at first until offices open back up then can be onsite at the client’s location in Harrisburg PA.",4.6,"Stage 4 Solutions, inc.","Harrisburg, PA",51 to 200 Employees,2001,2001,Consulting,Business Services,Unknown / Non-Applicable
434,Business Analyst I,-1,"JOB SUMMARY/PURPOSE
Provides and leads reporting and analysis in multiple areas within SHP. Provides leadership with trend analysis, data visualization, and explanations to support decision making. Maintains reports and dashboards and/or assists with development of automated dashboards. Supports projects, process improvement, audits, and regulatory reporting efforts.
DEPARTMENT DESCRIPTION
Samaritan Health Plans (SHP) operates a portfolio of health plan products under several different legal structures: InterCommunity Health Plans, Inc. (IHN) is designated as a regional Coordinated Care Organization (CCO) for Medicaid beneficiaries; Samaritan Health Plans, Inc. offers Medicare Advantage, Commercial Large Group, and Commercial Large Group PPO and EPO plans; SHP is also the third-party administrator for Samaritan Health Services’ self-funded employee health benefit plan. As part of an Integrated Delivery System, Samaritan Health Plans is strategically and operationally aligned with Samaritan Health Services’ mission of Building Healthier Communities Together.















Location: Samaritan Health Services · SHS Health Plan Ops - Finance
Schedule: 1.0 (80 hrs/pp), Day",3.9,Samaritan Health Services,"Corvallis, OR",1001 to 5000 Employees,1986,1986,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
435,Business Analyst (Remote),-1,"EverCommerce is looking for a Business Analyst to join our team. The Business Analyst will play a key role and support the VP of Strategic Planning & Analytics, General Managers, Executive Team, and other key stakeholders in a variety of projects, including KPI development, analysis and tracking, executive-level reporting/visualization, data infrastructure build across a diverse portfolio of businesses, and deep one-off operational analyses.
You:
You are a collaborative, enthusiastic, high-performing individual with a “no job too small” attitude. You’re driven by deadlines and enjoy working in a fast paced, continually changing environment with other like-minded individuals. You love teams but also enjoy putting your head down and getting things done with your headphones on. You are highly self-motivated and can initiate and drive projects to completion with minimal guidance because you have confidence to ask questions and work independently.",3.6,EverCommerce,Remote,1001 to 5000 Employees,Company - Private,Company - Private,Information Technology,Unknown / Non-Applicable,-1
436,Business Analyst (Remote),-1,"EverCommerce is looking for a Business Analyst to join our team. The Business Analyst will play a key role and support the VP of Strategic Planning & Analytics, General Managers, Executive Team, and other key stakeholders in a variety of projects, including KPI development, analysis and tracking, executive-level reporting/visualization, data infrastructure build across a diverse portfolio of businesses, and deep one-off operational analyses.
You:
You are a collaborative, enthusiastic, high-performing individual with a “no job too small” attitude. You’re driven by deadlines and enjoy working in a fast paced, continually changing environment with other like-minded individuals. You love teams but also enjoy putting your head down and getting things done with your headphones on. You are highly self-motivated and can initiate and drive projects to completion with minimal guidance because you have confidence to ask questions and work independently.",3.6,EverCommerce,Remote,1001 to 5000 Employees,-1,Government,Government,Unknown / Non-Applicable,-1
437,Business Analyst III,Employer Provided Salary:$69K - $115K,"The Department of Public Works and Environmental Services, a nationally accredited agency committed to building and maintaining safe, reliable infrastructure that improves public health and provides a high quality of life for residents, is seeking an experienced and innovative business analyst to join the IT services team supporting the Capital Facilities division. An exciting initiative is underway to implement an innovative SaaS capital project management technology, providing an excellent opportunity for a qualified candidate to help modernize processes supporting both customers and employees.

As a member of the team, you will:
Serve as the lead business analyst point of contact to Capital Facilities division and have overall responsibility and accountability for development and delivery of high-quality IT solutions and services.",3.9,Fairfax County Government,"Jermantown, VA",5001 to 10000 Employees,Government,Government,Government,Unknown / Non-Applicable,-1
438,BUSINESS ANALYST,-1,"You will be a critical business partner to the organization, helping cross-functional partners in marketing, product, etc. You are creative, excel in building productive and positive partnerships with partners, are customer-centric, and know where and how to influence positive optimizations and improvements within the business space.

Duties and Responsibilities

Example Achievements You May Make

Build a single source of truth for marketing channel metrics, attribution, and downstream business funnel metrics, in partnership with people across Product, Marketing, Operations, and other teams.",5.0,Shootproof Llc,Remote,1 to 50 Employees,Company - Private,Company - Private,-1,-1,-1
439,Business Analyst,-1,"POSITION SUMMARY
The business analyst will focus on understanding the business operations and process in relation to the financial support area of the US Autoforce Division. They will work closely with the business unit and technology group team to address the tactical day-to-day aspects of discovering, validating, documenting and communicating business-process-related knowledge through modeling, simulating and analyzing current and future states. This will include a heavy focus on mapping and implementing these processes in the businesses new D365 / ERP platform.
JOB RESPONSIBILITIES
Confers with process owners within the business to analyze current operational procedures, identify areas for improvement, and offer possible solutions
Identifies and drives to completion new opportunities for process improvement",4.9,US Venture,"Appleton, WI",1001 to 5000 Employees,1951,1951,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
440,Business Analyst,-1,"POSITION SUMMARY
The business analyst will focus on understanding the business operations and process in relation to the financial support area of the US Autoforce Division. They will work closely with the business unit and technology group team to address the tactical day-to-day aspects of discovering, validating, documenting and communicating business-process-related knowledge through modeling, simulating and analyzing current and future states. This will include a heavy focus on mapping and implementing these processes in the businesses new D365 / ERP platform.
JOB RESPONSIBILITIES
Confers with process owners within the business to analyze current operational procedures, identify areas for improvement, and offer possible solutions
Identifies and drives to completion new opportunities for process improvement",4.9,US Venture,"Appleton, WI",1001 to 5000 Employees,1951,1951,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
441,BI Business Analyst,Employer Provided Salary:$61K - $144K,"Job Title: BI Business Analyst OR Business Intelligence Business Analyst
Location: Springfield, OH/ Remote
Duration: 12+ Months
Job Types: Full-time, Part-time, Contract
Pay: $60,995.00 - $144,012.00 per year
Experience:
Business intelligence: 2 years (Preferred)
Business Analysis: 10 years (Preferred)
Work Location:",-1,Kutir technologies,Remote,-1,-1,-1,-1,-1,-1
442,Business Analyst,-1,"IntellectEU is a global leader in digital finance and emerging technologies, with offices in Kyiv, Lisbon, Viseu, Antwerp, Brussels, and New York. We focus on financial messaging and blockchain activities, offering strategic consultancy, operations support, and implementation services. Our blockchain practice is structured to focus on enterprise-grade blockchain frameworks to ensure the highest level of security, scalability, and reliability for our clients. These clients include market infrastructures (SIX, Euroclear, ASX - Australian Securities Exchange), financial institutions (BNP Paribas, ING, KBC, Belfius, Isabel Group, S&P Dow Jones Indices), insurance companies (AXA, Allianz, Baloise), and telco providers (Telindus, Ooredoo). We have expanded into offering products as well.

Required skills:
2+ years of BA experience in IT",4.9,IntellectEU,"Belgium, WI",51 to 200 Employees,2003,2003,IT Services,Information Technology,Unknown / Non-Applicable
443,Business Analyst,-1,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients, technicians, and managerial staff.
Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing projects, developing project plans, and monitoring performance.Updating, implementing, and maintaining procedures.Prioritizing initiatives based on business needs and requirements.Serving as a liaison between stakeholders and users.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.",4.0,TCS,"Deerfield, IL",1 to 50 Employees,1947,1947,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
444,Business Data Analyst I,-1,"Job no: 500509
Work type: Administrative & Professional
Location: Main Campus (Orlando)
Categories: Information Systems/Technology, Student Development/Enrollment Services
Classification Title:

Business Data Analyst I

Job Description:",4.2,University of Central Florida,"Orlando, FL",10000+ Employees,1963,1963,Colleges & Universities,Education,$500 million to $1 billion (USD)
445,Business Analyst,-1,"Designs, produces and analyzes reporting data. Creates and maintains reports for business operations and special projects. Utilizes knowledge of numerous databases, information systems, statistical tools and analytical principles to monitor and analyze information in support of the business. Assists in the implementation, maintenance and improvement of information systems.
Education Level
Bachelor's Level Degree - Experience in lieu of education: Yes
Experience
Required: Related - 2 years

Preferred: None, unless noted in the ""Other"" section below
License
None, unless noted in the ""Other"" section below
Skills
Required: Communication, Complex Problem Solving, Operations Analysis, Project Management, Service Orientation, Technology/Computer, Time Management

Preferred: None, unless noted in the ""Other"" section below",3.7,Sentara Healthcare,"Virginia Beach, VA",10000+ Employees,1888,1888,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
446,"Business Analyst, Remote",-1,"POSITION SUMMARY:
At Cepheid, we are passionate about improving health care through faster, more accurate diagnostic tests. As a member of our team, you’ll get to make an immediate, measurable impact on a global scale, within an environment that fosters career growth and development. Our mission drives us, every moment of every day, as we develop rapid groundbreaking solutions to solve the world’s most complex health challenges.

Our associates are involved in every stage of molecular diagnostics – from ideation and innovation through development and delivery of life-changing advancements in healthcare-associated infections, sexual health, critical infectious disease, virology, and oncology applications.

As part of the Danaher family of companies, our work at Cepheid is supported by a global science and technology innovator. In addition to Danaher’s unrivaled leadership training and professional development programs, this relationship also provides expanded career opportunities across industries and brands. Together, we are united by a shared purpose: Helping Realize Life’s Potential.

The Business Data Analyst will be responsible for helping to establish data-driven decisions by developing, maintaining, and optimizing both business and financial analytics for Customer Care, Americas. The Business Data Analyst will work with partners across the business to help ensure data drives decision making. This is for a high growth company, with rapidly changing priorities and opportunities for continuous improvement. The position requires a person who can manage multiple data activities, and demonstrate flexibility, holistic thinking, time prioritization, and is capable of effectively influencing a variety of stakeholders across the organization.


Become a Subject Matter Expert for our operational data (SFDC, SAP, etc.) by learning and understanding the business, sourcing accurate data, and developing both prescriptive and predictive analytics to help identify and resolve business challenges.
Partner with business leaders to identify, define, develop, and automate key performance metrics that will power data-centered decision making to help us continuously improve.
Build, maintain, and optimize analytical dashboards and models by connecting the dots between large data sets from multiple sources (financial and operational) to deliver actionable business insights and drive business decision-making.
Identify and design process improvements in the organization; automating manual processes, optimizing data delivery/integrity, etc.
Be an innovation advocate to improve the delivery of data to our partners – including making suggestions for the creation of new business dashboards/analytical tools and the refinement of current dashboards for improved data integrity.
Obtaining data from multiple sources, analyze it, and effectively present the data to support or suggest different business objectives
Collaborate closely with other data-focused team members to develop and execute an organizational data strategy.
Ensure effective communications with stakeholders, using a variety of tools and channels
Work independently and confidently handle multiple time-sensitive requests
Other duties as assigned

(REQUIRED)
Complete all assigned and required training satisfactorily and on time


Bachelor’s degree in field with 3-5 years of experience in finance, data analytics, or related field
Knowledge and Skills
Ability to function under pressure and high paced environment – Team player with excellent interpersonal skills, self-motivated, energetic, “can-do” attitude in a fast-moving environment
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Advanced Excel skills with ability to understand and use applied statistics and predictive analytics on complex data sets to solve business problems as well as recommend strategic direction
Experience using data to identify and drive problem solving efforts for operational improvements
Understand data architecture, mapping of data sources and data definitions to ensure quality inputs to analytical solutions.
Proven ability to adapt to change, manage and prioritize work, and communicate effectively in a remote work environment
Proven ability to quickly build trusted relationships across an organization, from SMEs up to Directors, and peers outside of the organization
Ability to learn quickly and pick up tools, systems, and processes in a short amount of time
Experience participating in or leading continuous improvement activities, utilizing structured continuous improvement methodologies (Six Sigma, Problem Solving, Kaizen, and Gemba Walks)


Experience with Einstein Analytics / SFDC to analyze and visualize data reporting
Experience with Power BI or other Business Intelligence/Data Analytics tools

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.",3.9,Cepheid,"New York, NY",1001 to 5000 Employees,1996,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
447,"Business Analyst, Remote",-1,"POSITION SUMMARY:
At Cepheid, we are passionate about improving health care through faster, more accurate diagnostic tests. As a member of our team, you’ll get to make an immediate, measurable impact on a global scale, within an environment that fosters career growth and development. Our mission drives us, every moment of every day, as we develop rapid groundbreaking solutions to solve the world’s most complex health challenges.

Our associates are involved in every stage of molecular diagnostics – from ideation and innovation through development and delivery of life-changing advancements in healthcare-associated infections, sexual health, critical infectious disease, virology, and oncology applications.

As part of the Danaher family of companies, our work at Cepheid is supported by a global science and technology innovator. In addition to Danaher’s unrivaled leadership training and professional development programs, this relationship also provides expanded career opportunities across industries and brands. Together, we are united by a shared purpose: Helping Realize Life’s Potential.

The Business Data Analyst will be responsible for helping to establish data-driven decisions by developing, maintaining, and optimizing both business and financial analytics for Customer Care, Americas. The Business Data Analyst will work with partners across the business to help ensure data drives decision making. This is for a high growth company, with rapidly changing priorities and opportunities for continuous improvement. The position requires a person who can manage multiple data activities, and demonstrate flexibility, holistic thinking, time prioritization, and is capable of effectively influencing a variety of stakeholders across the organization.


Become a Subject Matter Expert for our operational data (SFDC, SAP, etc.) by learning and understanding the business, sourcing accurate data, and developing both prescriptive and predictive analytics to help identify and resolve business challenges.
Partner with business leaders to identify, define, develop, and automate key performance metrics that will power data-centered decision making to help us continuously improve.
Build, maintain, and optimize analytical dashboards and models by connecting the dots between large data sets from multiple sources (financial and operational) to deliver actionable business insights and drive business decision-making.
Identify and design process improvements in the organization; automating manual processes, optimizing data delivery/integrity, etc.
Be an innovation advocate to improve the delivery of data to our partners – including making suggestions for the creation of new business dashboards/analytical tools and the refinement of current dashboards for improved data integrity.
Obtaining data from multiple sources, analyze it, and effectively present the data to support or suggest different business objectives
Collaborate closely with other data-focused team members to develop and execute an organizational data strategy.
Ensure effective communications with stakeholders, using a variety of tools and channels
Work independently and confidently handle multiple time-sensitive requests
Other duties as assigned

(REQUIRED)
Complete all assigned and required training satisfactorily and on time


Bachelor’s degree in field with 3-5 years of experience in finance, data analytics, or related field
Knowledge and Skills
Ability to function under pressure and high paced environment – Team player with excellent interpersonal skills, self-motivated, energetic, “can-do” attitude in a fast-moving environment
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Advanced Excel skills with ability to understand and use applied statistics and predictive analytics on complex data sets to solve business problems as well as recommend strategic direction
Experience using data to identify and drive problem solving efforts for operational improvements
Understand data architecture, mapping of data sources and data definitions to ensure quality inputs to analytical solutions.
Proven ability to adapt to change, manage and prioritize work, and communicate effectively in a remote work environment
Proven ability to quickly build trusted relationships across an organization, from SMEs up to Directors, and peers outside of the organization
Ability to learn quickly and pick up tools, systems, and processes in a short amount of time
Experience participating in or leading continuous improvement activities, utilizing structured continuous improvement methodologies (Six Sigma, Problem Solving, Kaizen, and Gemba Walks)


Experience with Einstein Analytics / SFDC to analyze and visualize data reporting
Experience with Power BI or other Business Intelligence/Data Analytics tools

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.",3.9,Cepheid,"New York, NY",1001 to 5000 Employees,1996,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
448,"Business Analyst, Remote",-1,"POSITION SUMMARY:
At Cepheid, we are passionate about improving health care through faster, more accurate diagnostic tests. As a member of our team, you’ll get to make an immediate, measurable impact on a global scale, within an environment that fosters career growth and development. Our mission drives us, every moment of every day, as we develop rapid groundbreaking solutions to solve the world’s most complex health challenges.

Our associates are involved in every stage of molecular diagnostics – from ideation and innovation through development and delivery of life-changing advancements in healthcare-associated infections, sexual health, critical infectious disease, virology, and oncology applications.

As part of the Danaher family of companies, our work at Cepheid is supported by a global science and technology innovator. In addition to Danaher’s unrivaled leadership training and professional development programs, this relationship also provides expanded career opportunities across industries and brands. Together, we are united by a shared purpose: Helping Realize Life’s Potential.

The Business Data Analyst will be responsible for helping to establish data-driven decisions by developing, maintaining, and optimizing both business and financial analytics for Customer Care, Americas. The Business Data Analyst will work with partners across the business to help ensure data drives decision making. This is for a high growth company, with rapidly changing priorities and opportunities for continuous improvement. The position requires a person who can manage multiple data activities, and demonstrate flexibility, holistic thinking, time prioritization, and is capable of effectively influencing a variety of stakeholders across the organization.


Become a Subject Matter Expert for our operational data (SFDC, SAP, etc.) by learning and understanding the business, sourcing accurate data, and developing both prescriptive and predictive analytics to help identify and resolve business challenges.
Partner with business leaders to identify, define, develop, and automate key performance metrics that will power data-centered decision making to help us continuously improve.
Build, maintain, and optimize analytical dashboards and models by connecting the dots between large data sets from multiple sources (financial and operational) to deliver actionable business insights and drive business decision-making.
Identify and design process improvements in the organization; automating manual processes, optimizing data delivery/integrity, etc.
Be an innovation advocate to improve the delivery of data to our partners – including making suggestions for the creation of new business dashboards/analytical tools and the refinement of current dashboards for improved data integrity.
Obtaining data from multiple sources, analyze it, and effectively present the data to support or suggest different business objectives
Collaborate closely with other data-focused team members to develop and execute an organizational data strategy.
Ensure effective communications with stakeholders, using a variety of tools and channels
Work independently and confidently handle multiple time-sensitive requests
Other duties as assigned

(REQUIRED)
Complete all assigned and required training satisfactorily and on time


Bachelor’s degree in field with 3-5 years of experience in finance, data analytics, or related field
Knowledge and Skills
Ability to function under pressure and high paced environment – Team player with excellent interpersonal skills, self-motivated, energetic, “can-do” attitude in a fast-moving environment
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Advanced Excel skills with ability to understand and use applied statistics and predictive analytics on complex data sets to solve business problems as well as recommend strategic direction
Experience using data to identify and drive problem solving efforts for operational improvements
Understand data architecture, mapping of data sources and data definitions to ensure quality inputs to analytical solutions.
Proven ability to adapt to change, manage and prioritize work, and communicate effectively in a remote work environment
Proven ability to quickly build trusted relationships across an organization, from SMEs up to Directors, and peers outside of the organization
Ability to learn quickly and pick up tools, systems, and processes in a short amount of time
Experience participating in or leading continuous improvement activities, utilizing structured continuous improvement methodologies (Six Sigma, Problem Solving, Kaizen, and Gemba Walks)


Experience with Einstein Analytics / SFDC to analyze and visualize data reporting
Experience with Power BI or other Business Intelligence/Data Analytics tools

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.",3.9,Cepheid,"New York, NY",1001 to 5000 Employees,1996,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
449,Business Process Analyst II,-1,"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.

Job Description:
The Business Process Analyst's role is to plan, develop, and implement business processes for delivering technology services and products both internally and externally to other MSKCC divisions. S/He will use analytical and problem-solving skills to identify and address inefficiencies within these processes, communications skills to document and release new processes that arise from the analysis, and outreach and technical training skills to ensure process alignment with stakeholders.



Closing:",4.0,Memorial Sloan-Kettering Cancer Center,"New York, NY",10000+ Employees,1884,1884,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
450,Business Analyst I,-1,"About FedEx Supply Chain
FedEx Supply Chain, a subsidiary of FedEx Corp. (NYSE: FDX), is a leader in the third-party logistics industry offering a diverse service portfolio that enables commerce for businesses. With a proven track record of innovation and operational excellence, FedEx Supply Chain takes a consultative approach to optimize logistics processes, implement innovative technology and drive continuous improvement. By leveraging best practices and the world-renowned FedEx network, FedEx Supply Chain delivers leading solutions that provide flexibility, enable scalability and improve cost-effectiveness for customers. Through more than 11,000 employees, 130 operations and 35 million square feet of warehouse space, FedEx Supply Chain manages nearly 150 million packages and processes 358 million returns each year. For more information, go to supplychain.fedex.com.

We Have….
A strong FedEx brand consistently ranked among the world’s most admired and trusted employers.








Job ID: 35612

Schedule: Full-time",3.4,FedEx Supply Chain,"Union City, GA",501 to 1000 Employees,Subsidiary or Business Segment,Subsidiary or Business Segment,Transportation & Logistics,$100 to $500 million (USD),-1
451,e-Commerce Business Analyst,-1,"Our people define our company. AM Retail Group associates are smart, ambitious, engaging & fun people, who strive for excellence in everything they do. Working here requires commitment, innovation, & flexibility. The entrepreneurial drive of our associates is at the heart of our quest to improve & innovate.

We have an immediate opening for an energetic, passionate & experienced full time professional to join our eCommerce team as an eCommerce Business Analyst.

This position will support all AM Retail Group eCommerce websites (DKNY, Karl Lagerfeld Paris, Andrew Marc, Wilsons Leather, G.H. Bass & Co.) by performing reporting and analytical activities to help the business monitor key success metrics and identify opportunities for growth.

Essential Duties and Responsibilities:",3.0,AM Retail Group,"New York, NY",1001 to 5000 Employees,Company - Public,Company - Public,-1,-1,-1
452,e-Commerce Business Analyst,-1,"Our people define our company. AM Retail Group associates are smart, ambitious, engaging & fun people, who strive for excellence in everything they do. Working here requires commitment, innovation, & flexibility. The entrepreneurial drive of our associates is at the heart of our quest to improve & innovate.

We have an immediate opening for an energetic, passionate & experienced full time professional to join our eCommerce team as an eCommerce Business Analyst.

This position will support all AM Retail Group eCommerce websites (DKNY, Karl Lagerfeld Paris, Andrew Marc, Wilsons Leather, G.H. Bass & Co.) by performing reporting and analytical activities to help the business monitor key success metrics and identify opportunities for growth.

Essential Duties and Responsibilities:",3.0,AM Retail Group,"New York, NY",1001 to 5000 Employees,Company - Public,Company - Public,-1,-1,-1
453,Business Analyst I,-1,"Analyzes data to provide performance reporting to Customer Support
leaders (daily/weekly/monthly scorecards, department performance
metrics, etc.). Provides brand leaders performance and trend reports
and makes recommendations on actions needed

Principle Duties and Responsibilities:
Responsible for creating, maintaining and distributing of accurate
contact center metric reporting for our internal team, brand partners,
and other business partners to track performance and metrics against
our pre-determined goals.
Responsible for distribution of accurate reporting from our CRM
platforms requested by our internal team, brand partners and other
business partners to show trends on the types of contacts
etc. required for our internal team, brand partners and other business
partners
trends, etc. and communicating findings to the appropriate parties.
Presents data in a way to easily identify issues and makes
recommendations to mitigate concerns.
oLabor Forecasting
oSchedule building and maintenance
oPTO calendar and request management
opportunity for upcoming training classes of existing associates and
recommendations on hiring new agents based on scheduling needs Requirements Basic Requirements
- 2 -4 Years in the relevant area of expertise

Skills and Abilities:",4.0,Retail Business Services,"Chicago, IL",1001 to 5000 Employees,Company - Public,Company - Public,Retail,Unknown / Non-Applicable,-1
454,Business Analyst (BI)-Remote,-1,"Spartan Technologies, Inc. - Atlanta, GA
We are looking for a Sr. BA with strong experience on Microstrategy. this is a contract role that will go 6 months to start and likely be extended.
It is fully remote

Role
Assist with the following Consulting Services and various tasks related to the United Strategic Reporting Platform and eCR application rewrite:
Review with client business processes and general reporting requirements to design and develop reporting applications.",3.0,Spartan Technologies,"Atlanta Central City Post Offi, GA",1 to 50 Employees,2007,2007,IT Services,Information Technology,$5 to $10 million (USD)
455,Business Analyst (BI)-Remote,-1,"Spartan Technologies, Inc. - Atlanta, GA
We are looking for a Sr. BA with strong experience on Microstrategy. this is a contract role that will go 6 months to start and likely be extended.
It is fully remote

Role
Assist with the following Consulting Services and various tasks related to the United Strategic Reporting Platform and eCR application rewrite:
Review with client business processes and general reporting requirements to design and develop reporting applications.",3.0,Spartan Technologies,"Atlanta Central City Post Offi, GA",1 to 50 Employees,2007,2007,IT Services,Information Technology,$5 to $10 million (USD)
456,Business Analyst,Employer Provided Salary:$57K - $70K,"General Summary


Essential Duties & Responsibilities
Minimum and Preferred Entrance Qualifications",2.9,City of Maricopa,"Maricopa, AZ",201 to 500 Employees,Government,Government,Government,Unknown / Non-Applicable,-1
457,Business Operations Analyst,-1,"ADMINISTRATION
Full-time
Business Operations Analyst
Santa Monica
United States

The Business Operations Analyst (Defensive Line) will provide strategic analysis and mission critical project management at a regional leadership level. The role will require leadership in the development and implementation of high impact projects across all departments, ensuring proper alignment of deliverables and allocation of resources. This individual will develop relationships across all levels and local geographies to monitor and maintain the cultural pulse of the region. The role requires both strategic framing and project execution.",4.3,Red Bull,"Santa Monica, CA",10000+ Employees,1987,1987,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD)
